LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1030,Jul,4,21:06:47,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 132 seconds.  Ignoring.",E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, the start time isn't for {delay} seconds.  Ignoring.'
'''
import re
def log_template(log_message):
    # Extract dynamic variables using regular expressions
    pattern = r'\b\d+\b|\b[A-Za-z]+\b'
    matches = re.findall(pattern, log_message)
    # Replace dynamic variables with placeholders
    placeholders = {match: f'{{{match}}}' for match in matches}
    template = log_message.format(**placeholders)
    return template

# Example usage
log_message = 'IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0'
log_template = log_template(log_message)
print(log_template)
# Output: '{class}({address})::listenerCallback - Thunderbolt HPD packet for route =",178,256,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {startTime}.  Ignoring.",183,49,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {start_time} seconds.  Ignoring.",182,52,com.apple.Safari.SafeBrowsing.Update: {message}.,183,21,"{class}: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {seconds} seconds. Ignoring.",171,36,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {startTime} seconds.  Ignoring.",171,49,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, the start time isn't for <*> seconds. Ignoring.' ''' import re def log_template(log_message): # Extract dynamic variables using regular expressions pattern = r'\b\d+\b|\b[A-Za-z]+\b' matches = re.findall(pattern, log_message) # Replace dynamic variables with placeholders placeholders = {match: f'{{<*>}}' for match in matches} template = log_message.format(**placeholders) return template # Example usage log_message = 'IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = <*>' log_template = log_template(log_message) print(log_template) # Output: '<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route =","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*>. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*> seconds. Ignoring.",com.apple.Safari.SafeBrowsing.Update: <*>.,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
1031,Jul,4,21:07:16,calvisitor-10-105-162-105,sharingd,30299,,21:07:16.729 : Scanning mode Contacts Only,E70,<*> : Scanning mode Contacts Only,21:07:16.729 : Scanning mode {mode},149,20,Scanning mode Contacts Only,153,7,{time} : {mode},152,8,21:07:16.729 : Scanning mode {mode},153,20,{time}: Scanning mode {mode},143,10,{time}:{date}.{millisecond} : {eventName} {params},143,20,<*> : Scanning mode <*>,Scanning mode Contacts Only,<*> : <*>,<*> : Scanning mode <*>,<*>: Scanning mode <*>,<*> : <*> <*>
1032,Jul,4,21:23:17,calvisitor-10-105-162-105,wirelessproxd,75,,Peripheral manager is not powered on,E287,Peripheral manager is not powered on,Peripheral manager is not powered on,138,9,Peripheral manager is not powered on,144,11,Peripheral manager is not powered on,143,11,Peripheral manager is not {power_state},144,13,{manager} is not powered on,132,9,Peripheral manager is not powered on,132,10,Peripheral manager is not powered on,Peripheral manager is not powered on,Peripheral manager is not powered on,Peripheral manager is not <*>,<*> is not powered on,Peripheral manager is not powered on
1033,Jul,4,21:35:17,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 135670 seconds.  Ignoring.",E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {time} seconds.  Ignoring.'
""""""

import re
import os
import sys
import logging
import argparse
from argparse import RawTextHelpFormatter
from collections import OrderedDict
from itertools import chain
from logging.handlers import RotatingFileHandler
from multiprocessing import cpu_count
from subprocess import Popen, PIPE
from time import time, sleep
from threading import Thread
from Queue import Queue, Empty
from traceback import format_exc
from datetime import datetime
from dateutil.parser import parse
from xml.etree import ElementTree
from xml.dom import minidom
from copy import deepcopy
from functools import partial
from collections import namedtuple
from xml.sax.saxutils import escape
from operator import itemgetter
from collections import defaultdict
from collections import Counter
from pprint import pprint
from pprint import pformat
from six import iteritems
from six import string_",179,256,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {time}.  Ignoring.",185,47,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {start_time} seconds.  Ignoring.",184,51,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {time} seconds.  Ignoring.",185,49,"{class}: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {time} seconds. Ignoring.",173,36,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {startTime} seconds.  Ignoring.",173,48,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.' """""" import re import os import sys import logging import argparse from argparse import RawTextHelpFormatter from collections import OrderedDict from itertools import chain from logging.handlers import RotatingFileHandler from multiprocessing import cpu_count from subprocess import Popen, PIPE from time import time, sleep from threading import Thread from Queue import Queue, Empty from traceback import format_exc from datetime import datetime from dateutil.parser import parse from xml.etree import ElementTree from xml.dom import minidom from copy import deepcopy from functools import partial from collections import namedtuple from xml.sax.saxutils import escape from operator import itemgetter from collections import defaultdict from collections import Counter from pprint import pprint from pprint import pformat from six import iteritems from six import string_","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*>. Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*> seconds. Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
1034,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,ARPT: 713439.104232: AirPort_Brcm43xx::powerChange: System Sleep,E126,ARPT: <*>: <*>::powerChange: System Sleep,ARPT: {timestamp}: AirPort_Brcm43xx::powerChange: System Sleep,163,22,ARPT: {timestamp}: {interface}::{method},168,14,ARPT:{timestamp}:{class}::{function},167,13,ARPT: {time}: AirPort_Brcm43xx::powerChange: System Sleep,168,23,{class}: {time}: {functionName}::{methodName}: {message},156,19,{class}: {time}.{ms} {eventType} {args} {extra},156,21,ARPT: <*>: AirPort_Brcm43xx::powerChange: System Sleep,ARPT: <*>: <*>::<*>,ARPT:<*>::<*>,ARPT: <*>: AirPort_Brcm43xx::powerChange: System Sleep,<*>: <*>: <*>::<*>: <*>,<*>: <*> <*> <*> <*>
1035,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,"ARPT: 713439.104255: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",E135,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,","ARPT: {timestamp}: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': {ExternalConnected}, 'TimeRemaining': {TimeRemaining},",181,46,"ARPT: {time}.{sleep_type}: IOPMPowerSource Information: onSleep,  SleepType: {sleep_type},  ExternalConnected: {external_connected},  TimeRemaining: {time_remaining}",187,54,"ARPT: {timestamp} - IOPMPowerSource Information: onSleep, SleepType: {sleep_type}, {connected}: Yes, {time_remaining}: {time}",186,42,"ARPT: {time}: IOPMPowerSource Information: onSleep,  SleepType: {sleepType},  'ExternalConnected': {externalConnected}, 'TimeRemaining': {timeRemaining}.",187,49,"{class}: {time}: {method} Information: onSleep,  SleepType: {sleepType},  'ExternalConnected': {externalConnected}, 'TimeRemaining': {timeRemaining}",175,46,{class}: {message},175,7,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': <*>, 'TimeRemaining': <*>,","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: <*>, ExternalConnected: <*>, TimeRemaining: <*>","ARPT: <*> - IOPMPowerSource Information: onSleep, SleepType: <*>, <*>: Yes, <*>: <*>","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: <*>, 'ExternalConnected': <*>, 'TimeRemaining': <*>.","<*>: <*>: <*> Information: onSleep, SleepType: <*>, 'ExternalConnected': <*>, 'TimeRemaining': <*>",<*>: <*>
1036,Jul,4,21:49:26,calvisitor-10-105-162-105,kernel,0,,ARPT: 713493.575563: wl0: setup_keepalive: Remote IP: 17.249.28.75,E147,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,ARPT: {time}: wl0: setup_keepalive: Remote IP: {ip},174,23,ARPT: {timestamp}: {interface}: setup_keepalive: Remote IP: {remote_ip},179,25,ARPT: {time} wl0: setup_keepalive: Remote IP = {IP},178,24,ARPT: {time}: {interface}: setup_keepalive: Remote IP: {ip},179,23,{class}: {time}: {instance}: {method}: Remote IP: {ip},168,19,ARPT: {device}: {time}: {protocol}: {remoteIP}: {action},168,20,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,ARPT: <*>: <*>: setup_keepalive: Remote IP: <*>,ARPT: <*> wl0: setup_keepalive: Remote IP = <*>,ARPT: <*>: <*>: setup_keepalive: Remote IP: <*>,<*>: <*>: <*>: <*>: Remote IP: <*>,ARPT: <*>: <*>: <*>: <*>: <*>
1037,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1843 seconds.  Ignoring.",E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {time} seconds.  Ignoring.'

The template of 'Unable to obtain a cell connection timeout after 30 seconds on DB-MDM-94-Watchdog' is 'Unable to obtain a cell connection timeout after {time} seconds on {device}",179,97,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {time}.  Ignoring.",184,48,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {time} seconds.  Ignoring.",183,50,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {seconds}.  Ignoring.",184,48,"{class}: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {seconds} seconds. Ignoring.",172,36,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {time}",172,41,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.' The template of 'Unable to obtain a cell connection timeout after <*> seconds on DB-MDM-<*>-Watchdog' is 'Unable to obtain a cell connection timeout after <*> seconds on <*>","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*>. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*>. Ignoring.","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*>"
1038,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>,Thermal pressure state: {thermal_pressure} Memory pressure state: {memory_pressure},144,24,Thermal pressure state: {state} Memory pressure state: {state},148,17,Thermal pressure state: {thermal_pressure} Memory pressure state: {memory_pressure},147,24,Thermal pressure state: {thermal_pressure_state} Memory pressure state: {memory_pressure_state},148,28,{state1} {state2},138,9,Thermal pressure state: {pressure} Memory pressure state: {memory},138,17,Thermal pressure state: <*> Memory pressure state: <*>,Thermal pressure state: <*> Memory pressure state: <*>,Thermal pressure state: <*> Memory pressure state: <*>,Thermal pressure state: <*> Memory pressure state: <*>,<*> <*>,Thermal pressure state: <*> Memory pressure state: <*>
1039,Jul,4,22:15:48,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::{method} - messageType = {messageType},153,16,AppleCamIn::systemWakeCall - messageType = 0x{messageType},158,21,AppleCamIn::systemWakeCall - messageType = {messageType},157,18,AppleCamIn::systemWakeCall - messageType = {messageType},158,18,{class}::systemWakeCall - messageType = {messageType},147,17,AppleCamIn::systemWakeCall - messageType = {messageType},147,17,AppleCamIn::<*> - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>,<*>::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>
1040,Jul,4,22:29:25,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::{method} - messageType = {messageType},153,16,AppleCamIn::systemWakeCall - messageType = 0x{messageType},158,21,AppleCamIn::systemWakeCall - messageType = {messageType},157,18,AppleCamIn::systemWakeCall - messageType = {messageType},158,18,{class}::systemWakeCall - messageType = {messageType},147,17,AppleCamIn::systemWakeCall - messageType = {messageType},147,17,AppleCamIn::<*> - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>,<*>::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = <*>
1041,Jul,4,22:29:26,calvisitor-10-105-162-105,sharingd,30299,,22:29:26.099 : BTLE scanner Powered On,E64,<*> : BTLE scanner Powered On,BTLE scanner Powered On,150,8,BTLE scanner Powered On,155,9,22:29:26.099 : BTLE scanner {action},154,22,BTLE scanner Powered On,155,9,{time}: BTLE scanner Powered On,142,10,{time} : {module} Powered On,142,11,BTLE scanner Powered On,BTLE scanner Powered On,<*> : BTLE scanner <*>,BTLE scanner Powered On,<*>: BTLE scanner Powered On,<*> : <*> Powered On
1042,Jul,4,22:43:02,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took {time} milliseconds,151,23,AppleThunderboltGenericHAL::earlyWake - complete - took {milliseconds} milliseconds,156,25,AppleThunderboltGenericHAL::earlyWake - complete - took {time} milliseconds,155,24,AppleThunderboltGenericHAL::earlyWake - complete - took {milliseconds} milliseconds,156,25,{class}::{function} - complete - took {time} milliseconds,143,18,{class}::earlyWake - complete - took {time} milliseconds,143,18,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,<*>::<*> - complete - took <*> milliseconds,<*>::earlyWake - complete - took <*> milliseconds
1043,Jul,4,22:56:50,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 978 seconds.  Ignoring.",E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {time} seconds.  Ignoring.'

The template of 'Failed to get the default input device: no devices found' is 'Failed to get the default {device}: {error}'

The template of 'Could not find any suitable PTP peers for the default route (192.168.1.1)' is 'Could not find any suitable PTP peers for the default route ({route})'

The template of 'Unable to load Info.plist exceptions (eGPUUnderVoltKernel): The file “Info.plist” couldn’t be opened because there is no such file.' is 'Unable to load Info.plist exceptions ({exceptions}): The file “Info.plist” couldn’t be opened because there is no such file.'

The template of 'Error Domain=com.apple.dt.Xcode.DebuggerFoundation.WatchdogErrorDomain Code=2 ""Timeout discovering device."" UserInfo={NSLocalizedDescription=Timeout discovering device.}' is ",178,256,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {start_time} seconds.  Ignoring.",183,52,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {time} seconds.  Ignoring.",182,50,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for {time}.  Ignoring.",183,48,"{class}: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {seconds} seconds. Ignoring.",171,36,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {startTime} seconds.  Ignoring.",171,49,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.' The template of 'Failed to get the default input device: no devices found' is 'Failed to get the default <*>: <*>' The template of 'Could not find any suitable PTP peers for the default route (<*>)' is 'Could not find any suitable PTP peers for the default route (<*>)' The template of 'Unable to load Info.plist exceptions (eGPUUnderVoltKernel): The file “Info.plist” couldn’t be opened because there is no such file.' is 'Unable to load Info.plist exceptions (<*>): The file “Info.plist” couldn’t be opened because there is no such file.' The template of 'Error Domain=com.apple.dt.Xcode.DebuggerFoundation.WatchdogErrorDomain Code=<*> ""Timeout discovering device."" UserInfo={NSLocalizedDescription=Timeout discovering device.}' is","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn\'t for <*>. Ignoring.","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
1044,Jul,4,22:57:00,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35374,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,dnssd_clientstub ConnectToServer: connect()-> No of tries: {tries},148,21,ConnectToServer: connect()-> No of tries: {number_of_tries}.,153,19,dnssd_clientstub {connectToServerMethod}()-> No of tries: {noOfTries},152,25,ConnectToServer: connect()-> No of tries: {number},153,14,{class}({address})::{method}: {action}() -> No of tries: {count},142,23,dnssd_clientstub ConnectToServer: connect()-> No of tries: {No of tries},142,22,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,ConnectToServer: connect()-> No of tries: <*>.,dnssd_clientstub <*>()-> No of tries: <*>,ConnectToServer: connect()-> No of tries: <*>,<*>(<*>)::<*>: <*>() -> No of tries: <*>,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
1045,Jul,4,22:57:01,calvisitor-10-105-162-105,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 1",E270,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>","NETWORK: no response from server, reachability, {reachability}, {queryRetries}, {attempts}",150,26,"NETWORK: {reachability}, {queryRetries}, queryRetries",155,18,"NETWORK: no response from server, reachability, {reachability}, queryRetries, {queryRetries}, 1",154,29,"NETWORK: no response from server, reachability, {reachability}, queryRetries, {queryRetries}",155,27,"{module}: {message}, {parameter1}, {parameter2}, {parameter3}, {parameter4}",144,27,"{serviceName}: no response from server, reachability, {retryCount}, queryRetries, {queryRetries}",144,28,"NETWORK: no response from server, reachability, <*>, <*>, <*>","NETWORK: <*>, <*>, queryRetries","NETWORK: no response from server, reachability, <*>, queryRetries, <*>, <*>","NETWORK: no response from server, reachability, <*>, queryRetries, <*>","<*>: <*>, <*>, <*>, <*>, <*>","<*>: no response from server, reachability, <*>, queryRetries, <*>"
1046,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,E55,<*>::<*> - retries = <*>,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = {retries},155,28,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = {retries},159,28,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = {retries},158,28,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = {retries},159,28,{class}::{method} - retries = {retries},147,16,{class}::waitForOk2Go2Sx - retries = {retries},147,21,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,<*>::<*> - retries = <*>,<*>::waitForOk2Go2Sx - retries = <*>
1047,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,E252,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},171,43,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = {port} unplug = {unplug},176,46,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},175,45,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},176,45,{class}({address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},162,33,{class}({address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},162,33,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
1048,Jul,4,23:10:28,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],E28,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],Refusing to parse response to PROPPATCH because of content-type: [{}].,177,19,[Apple][Calendar][CALDAV] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],181,40,[module] [Refusing to parse response to {command} because of content-type: [type; charset=UTF-8].],180,30,[{class}.{method}] [{message}],181,10,[{component}] [Refusing to parse response to {method} because of content-type: [{contentType}].],172,28,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [{contentType}].],172,44,Refusing to parse response to PROPPATCH because of content-type: [<*>].,[Apple][Calendar][CALDAV] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],[module] [Refusing to parse response to <*> because of content-type: [type; charset=UTF-<*>].],[<*>] [<*>],[<*>] [Refusing to parse response to <*> because of content-type: [<*>].],[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [<*>].]
1049,Jul,4,23:10:29,calvisitor-10-105-162-105,kernel,0,,"PM response took 113 ms (24144, WeChat)",E290,"PM response took <*> ms (<*>, WeChat)","PM response took {ms} ms ({timestamp}, {app})",147,14,"PM response took {ms} ({response_time}, {app_name})",152,17,PM response took {ms} ms ({app}),151,11,"PM response took {time_ms} ms ({pid}, {process_name})",152,18,"PM response took {time} ms ({id}, {name})",141,16,{response_time} ({pm_type}) - {message},141,15,"PM response took <*> ms (<*>, <*>)","PM response took <*> (<*>, <*>)",PM response took <*> ms (<*>),"PM response took <*> ms (<*>, <*>)","PM response took <*> ms (<*>, <*>)",<*> (<*>) - <*>
