LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
823,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 23.0 (TID 926),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task_index}.{stage_index} in stage {stage_num}'
Started reading broadcast variable {variable}",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*>' Started reading broadcast variable <*>,Running task <*> (TID <*>)
824,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 940,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
825,17/06/09,20:10:56,INFO,executor.Executor,Running task 1.0 in stage 23.0 (TID 940),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
826,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 32,E29,Started reading broadcast variable <*>,66,"Started reading broadcast variable {variable}'
Started reading broadcast variable {variable}",Started reading broadcast variable {variable},Started reading broadcast variable <*>' Started reading broadcast variable <*>,Started reading broadcast variable <*>
827,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 951,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
828,17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 23.0 (TID 951),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
829,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 958,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
830,17/06/09,20:10:56,INFO,executor.Executor,Running task 3.0 in stage 23.0 (TID 958),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
831,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 959,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
832,17/06/09,20:10:56,INFO,executor.Executor,Running task 4.0 in stage 23.0 (TID 959),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
833,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_32_piece0 stored as bytes in memory (estimated size 5.7 KB, free 406.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block broadcast_32_piece0 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block {block} stored as {type} in memory (estimated size {size}, free {free})","Block broadcast_32_piece0 stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
834,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 32 took 16 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 32 took 16 ms",Reading broadcast variable {variable} took {time} ms,Reading broadcast variable <*> took <*>' Started reading broadcast variable <*> Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
835,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_32 stored as values in memory (estimated size 10.1 KB, free 400.4 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",85,"Block broadcast_32 stored as values in memory (estimated size {size}, free {free_space} KB)","Block broadcast_32 stored as values in memory (estimated size {size} KB, free {free} KB)","Block broadcast_32 stored as values in memory (estimated size <*>, free <*> KB)","Block broadcast_32 stored as values in memory (estimated size <*> KB, free <*> KB)"
836,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_0 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
837,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_3 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
838,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_2 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
839,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_1 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
840,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_4 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
841,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = -134, init = 173, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
842,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -130, init = 170, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
843,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -132, init = 172, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
'Started reading broadcast variable 9' -> 'Started reading broadcast variable {variable}'
'Times: total = 40, boot = -132, init = 172, finish = 0' -> 'Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' 'Started reading broadcast variable <*>' -> 'Started reading broadcast variable <*>' 'Times: total = <*>, boot = -<*>, init = <*>, finish = <*>' -> 'Times: total = <*>, boot = <*>, init = <*>, finish = <*>'"
844,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -132, init = 173, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
845,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -129, init = 168, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
846,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 23.0 (TID 926). 2211 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_id}.{bytes_sent}'
Started reading broadcast variable {variable}.
Finished task 0.0 in stage 23.0 (TID 926). 2211 bytes result sent to driver.",Finished task {task}.{stage} in stage {stage}.{tid} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*>' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
847,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 23.0 (TID 951). 2223 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in {driver_pid}.{driver_id}. Bytes sent to driver: {result_size}'
Started reading broadcast variable 9
Finished task 2.0 in stage 23.0 (TID 951). 2223 bytes result sent to driver",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in <*>. Bytes sent to driver: <*>' Started reading broadcast variable <*> Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
848,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 23.0 (TID 958). 2223 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_id}.{bytes_sent}'
Started reading broadcast variable {variable}.
Finished task 3.0 in stage 23.0 (TID 958). 2223 bytes result sent to driver.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*>' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> (TID <*>). <*> bytes result sent to driver
849,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 23.0 (TID 959). 2223 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_id}.{bytes_sent}'
Started reading broadcast variable {variable}.
Finished task 4.0 in stage 23.0 (TID 959). 2223 bytes result sent to driver.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*>' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> (TID <*>). <*> bytes result sent to driver
850,17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 23.0 (TID 940). 2223 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in {driver_pid} with {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in <*> with <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
851,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 970,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
852,17/06/09,20:10:57,INFO,executor.Executor,Running task 0.0 in stage 24.0 (TID 970),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task_index}.{stage_index} in stage {stage_index}'
Started reading broadcast variable {variable}",Running task {task} in stage {stage} (TID {tid}),Running task <*> in stage <*>' Started reading broadcast variable <*>,Running task <*> in stage <*> (TID <*>)
853,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 984,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
854,17/06/09,20:10:57,INFO,executor.Executor,Running task 1.0 in stage 24.0 (TID 984),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
855,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 998,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
856,17/06/09,20:10:57,INFO,executor.Executor,Running task 2.0 in stage 24.0 (TID 998),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
857,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1012,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_number}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
858,17/06/09,20:10:57,INFO,executor.Executor,Running task 3.0 in stage 24.0 (TID 1012),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
859,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1026,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
860,17/06/09,20:10:57,INFO,executor.Executor,Running task 4.0 in stage 24.0 (TID 1026),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
861,17/06/09,20:10:57,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 33,E29,Started reading broadcast variable <*>,66,"Started reading broadcast variable {variable}'
Started reading broadcast variable {variable}",Started reading broadcast variable {variable},Started reading broadcast variable <*>' Started reading broadcast variable <*>,Started reading broadcast variable <*>
862,17/06/09,20:10:57,INFO,storage.MemoryStore,"Block broadcast_33_piece0 stored as bytes in memory (estimated size 29.5 KB, free 404.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block broadcast_33_piece0 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block {block_id}_{piece_id} stored as {data_format} in memory (estimated size {size}, free {free})","Block broadcast_33_piece0 stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
863,17/06/09,20:10:57,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 33 took 9 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 33 took 9 ms",Reading broadcast variable {variable} took {time} ms,Reading broadcast variable <*> took <*>' Started reading broadcast variable <*> Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
864,17/06/09,20:10:57,INFO,storage.MemoryStore,"Block broadcast_33 stored as values in memory (estimated size 82.1 KB, free 486.9 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",85,"Block broadcast_33 stored as values in memory (estimated size {size}, free {free_space} KB)","Block broadcast_33 stored as values in memory (estimated size {size} KB, free {free} KB)","Block broadcast_33 stored as values in memory (estimated size <*>, free <*> KB)","Block broadcast_33 stored as values in memory (estimated size <*> KB, free <*> KB)"
865,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_4 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
866,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_3 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
867,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_2 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
868,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_1 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
869,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_0 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
870,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>,68,"File Output Committer Algorithm version is {version}'
Started reading broadcast variable {variable}","File Output Committer Algorithm version is {version}'
Could you please provide me with the log message you would like me to process and abstract?",File Output Committer Algorithm version is <*>' Started reading broadcast variable <*>,File Output Committer Algorithm version is <*>' Could you please provide me with the log message you would like me to process and abstract?
871,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>,68,"File Output Committer Algorithm version is {version}'
Started reading broadcast variable {variable}","File Output Committer Algorithm version is {version}'
Could you please provide me with the log message you would like me to process and abstract?",File Output Committer Algorithm version is <*>' Started reading broadcast variable <*>,File Output Committer Algorithm version is <*>' Could you please provide me with the log message you would like me to process and abstract?
872,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>,68,"File Output Committer Algorithm version is {version}'
Started reading broadcast variable {variable}","File Output Committer Algorithm version is {version}'
Could you please provide me with the log message you would like me to process and abstract?",File Output Committer Algorithm version is <*>' Started reading broadcast variable <*>,File Output Committer Algorithm version is <*>' Could you please provide me with the log message you would like me to process and abstract?
873,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>,68,"File Output Committer Algorithm version is {version}'
Started reading broadcast variable {variable}","File Output Committer Algorithm version is {version}'
Could you please provide me with the log message you would like me to process and abstract?",File Output Committer Algorithm version is <*>' Started reading broadcast variable <*>,File Output Committer Algorithm version is <*>' Could you please provide me with the log message you would like me to process and abstract?
874,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>,68,"File Output Committer Algorithm version is {version}'
Started reading broadcast variable {variable}","File Output Committer Algorithm version is {version}'
Could you please provide me with the log message you would like me to process and abstract?",File Output Committer Algorithm version is <*>' Started reading broadcast variable <*>,File Output Committer Algorithm version is <*>' Could you please provide me with the log message you would like me to process and abstract?
875,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 40, boot = -340, init = 380, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
876,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 40, boot = -337, init = 376, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
877,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 42, boot = -343, init = 384, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
878,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 39, boot = -342, init = 381, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
879,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 41, boot = -343, init = 384, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
880,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000003_1012' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000003,E25,Saved output of task '<*>' to <*>,121,"Saved output of task {task}'
Started reading broadcast variable {variable}","Saved output of task '
'{attempt_id}' to 'hdfs://{ip}:{port}/{path}/{task_id}'
The template of 'Attempt_201706092018_0024_m_000003_1012 failed with exit code 1' is 'Attempt '
'{attempt_id}' failed with exit code '
'{exit_code}'
```
Started reading broadcast variable {variable}

Saved output of task '{attempt_id}' to 'hdfs://{ip}:{port}/{path}/{task_id}'

Attempt '{attempt_id}' failed with exit code '{exit_code}'
```
Note: The placeholders 'variable', 'attempt_id', 'exit_code', 'ip', 'port', 'path', and 'task_id' represent the dynamic variables in the log messages.",Saved output of task <*>' Started reading broadcast variable <*>,"of 'Attempt_201706092018_0024_m_000003_1012 failed with exit code <*>' is 'Attempt ' '<*>' failed with exit code ' '<*>'  Started reading broadcast variable <*> Saved output of task '<*>' to 'hdfs://<*>/<*>/<*>' Attempt '<*>' failed with exit code '<*>'  Note: The placeholders 'variable', 'attempt_id', 'exit_code', 'ip', 'port', 'path', and 'task_id' represent the dynamic variables in the log messages."
881,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000004_1026' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000004,E25,Saved output of task '<*>' to <*>,121,"Saved output of task {task}'
Started reading broadcast variable {variable}","Saved output of task '
'{attempt_id}' to 'hdfs://{ip_address}:{port}/{path}/{task_id}'
The template of 'Attempt_201706092018_0024_m_000004_1026' is 'Attempt_'
'{attempt_id}'
The template of 'task_201706092018_0024_m_000004' is 'task_'
'{task_id}'
The template of 'ip_address' is 'ip_address'
The template of 'port' is 'port'
The template of 'path' is 'path'
The template of 'attempt_id' is 'attempt_id'
The template of 'task_id' is 'task_id'
The template of 'Started reading broadcast variable {variable}' is 'Started reading broadcast variable {variable}",Saved output of task <*>' Started reading broadcast variable <*>,of 'Attempt_201706092018_0024_m_000004_1026' is 'Attempt_' '<*>' The
882,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000002_998' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000002,E25,Saved output of task '<*>' to <*>,121,"Saved output of task {task}'
Started reading broadcast variable {variable}","Saved output of task '
'{attempt_id}' to 'hdfs://{ip}:{port}/{path}/{task_id}'
The template of 'Attempt_201706092018_0024_m_000002_998 failed with exit code 1' is 'Attempt '
'{attempt_id}' failed with exit code '
'{exit_code}'
The template of 'Attempt_201706092018_0024_m_000002_998 failed with error message '
'java.lang.IllegalArgumentException: Invalid task attempt ID'
is 'Attempt '
'{attempt_id}' failed with error message '
'{error_message}'
1. Started reading broadcast variable {variable}
2. Saved output of task '{attempt_id}' to 'hdfs://{ip}:{port}/{path}/{task_id}'
3. Attempt '{attempt_id}' failed with exit code '{exit",Saved output of task <*>' Started reading broadcast variable <*>,of 'Attempt_201706092018_0024_m_000002_998 failed with exit code <*>' is 'Attempt ' '<*>' failed with exit code ' '<*>' The
