LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1175,313753,gige7,gige,temperature,1122502623,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1176,313234,node-133,node,temperature,1122335162,1,ambient=34,E2,ambient=<*>,ambient={ambient},62,7,ambient = 34,63,7,ambient=34,62,6,ambient={temperature},63,7,ambient={ambient},62,7,ambient={value},62,6,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
1177,313169,node-176,node,temperature,1122334380,1,ambient=35,E2,ambient=<*>,"ambient={}'

The template of 'message=abc' is 'message={}'

The template of 'message=abc,ambient=35' is 'message={},ambient={}'

The template of 'message=abc,ambient=35,running' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35,message=def' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35,message=def,ambient=100' is 'message={},ambient={},running'
'''
import re

def log_template(log_message):
    pattern = r'\b\w+\b'
    words = re.findall(pattern, log_message)
    template = ''
    for word in words:
        if word.startswith",62,256,ambient = 35,63,7,ambient=35,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={0},62,6,"ambient=<*>' The template of 'message=abc' is 'message=<*>' The template of 'message=abc,ambient=<*>' is 'message=<*>,ambient=<*>' The template of 'message=abc,ambient=<*>,running' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>,message=def' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>,message=def,ambient=<*>' is 'message=<*>,ambient=<*>,running' ''' import re def log_template(log_message): pattern = r'\b\w+\b' words = re.findall(pattern, log_message) template = '' for word in words: if word.startswith",ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
1178,312853,node-12,node,temperature,1122319890,1,ambient=36,E2,ambient=<*>,"ambient={}'
The template of 'User {user_id} logged in.' is 'User {} logged in.'
The template of 'User {} logged in, IP: {}' is 'User {} logged in, IP: {}'
The template of 'Added userid={}, name={}' is 'Added userid={}, name={}'
The template of 'login={}, user={}' is 'login={}, user={}'
The template of 'logged in as {user} ({ip})' is 'logged in as {} ({})'
The template of 'login failed for user={}' is 'login failed for user={}'
The template of 'An error occurred: {}' is 'An error occurred: {}'
The template of 'User {user} logged in with IP {ip}' is 'User {} logged in with IP {}'
The template of 'User {user} logged in with IP {ip} and session id {session}' is 'User {} logged in with IP {} and session id {}'
The template of 'User {user} logged in with IP {ip} and session id {session} and device {device}' is 'User {} logged in with IP {} and session",62,256,ambient = 36,63,7,"ambient={ambient}.

The template of 'message=Hello, world!' is 'message={message}.

You can use the following commands to help you with the task:

- {placeholders} - to replace the dynamic variable with the value
- {ambient} - to replace the dynamic variable with the value of ambient
- {message} - to replace the dynamic variable with the value of message

Your output should be:

Running (static log template)

Ambient = 36 (static log template)

Message = Hello, world! (static log template)",62,132,ambient={temperature},63,7,ambient={ambient},62,7,ambient={ambient},62,7,"ambient=<*>' The template of 'User <*> logged in.' is 'User <*> logged in.' The template of 'User <*> logged in, IP: <*>' is 'User <*> logged in, IP: <*>' The template of 'Added userid=<*>, name=<*>' is 'Added userid=<*>, name=<*>' The template of 'login=<*>, user=<*>' is 'login=<*>, user=<*>' The template of 'logged in as <*> (<*>)' is 'logged in as <*> (<*>)' The template of 'login failed for user=<*>' is 'login failed for user=<*>' The template of 'An error occurred: <*>' is 'An error occurred: <*>' The template of 'User <*> logged in with IP <*>' is 'User <*> logged in with IP <*>' The template of 'User <*> logged in with IP <*> and session id <*>' is 'User <*> logged in with IP <*> and session id <*>' The template of 'User <*> logged in with IP <*> and session id <*> and device <*>' is 'User <*> logged in with IP <*> and session",ambient = <*>,"ambient=<*>. The template of 'message=Hello, world!' is 'message=<*>. You can use the following commands to help you with the task: - <*> - to replace the dynamic variable with the value - <*> - to replace the dynamic variable with the value of ambient - <*> - to replace the dynamic variable with the value of message Your output should be: Running (static log template) Ambient = <*> (static log template) Message = Hello, world! (static log template)",ambient=<*>,ambient=<*>,ambient=<*>
1179,312821,node-23,node,temperature,1122317820,1,ambient=35,E2,ambient=<*>,"ambient={}'

The template of 'message=abc' is 'message={}'

The template of 'message=abc,ambient=35' is 'message={},ambient={}'

The template of 'message=abc,ambient=35,running' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35,message=def' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35,message=def,ambient=100' is 'message={},ambient={},running'
'''
import re

def log_template(log_message):
    pattern = r'\b\w+\b'
    words = re.findall(pattern, log_message)
    template = ''
    for word in words:
        if word.startswith",62,256,ambient = 35,63,7,ambient=35,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={0},62,6,"ambient=<*>' The template of 'message=abc' is 'message=<*>' The template of 'message=abc,ambient=<*>' is 'message=<*>,ambient=<*>' The template of 'message=abc,ambient=<*>,running' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>,message=def' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>,message=def,ambient=<*>' is 'message=<*>,ambient=<*>,running' ''' import re def log_template(log_message): pattern = r'\b\w+\b' words = re.findall(pattern, log_message) template = '' for word in words: if word.startswith",ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
1180,312505,gige7,gige,temperature,1122289618,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1181,323620,gige3,gige,temperature,1123303567,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1182,323469,gige7,gige,temperature,1123268232,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1183,322167,gige7,gige,temperature,1123098731,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1184,322105,gige4,gige,temperature,1123054982,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1185,322072,gige6,gige,temperature,1123032131,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1186,321663,node-109,node,temperature,1122928071,1,ambient=27,E2,ambient=<*>,ambient={},62,5,ambient = 27,63,7,ambient=27,62,6,ambient={temperature},63,7,ambient={ambient},62,7,ambient={ambient},62,7,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
1187,321485,gige4,gige,temperature,1122862981,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1188,41,node-23,node,temperature,1123705518,1,ambient=29,E2,ambient=<*>,"ambient={}'

The template of 'Ambient temperature is 29' is 'Ambient temperature is {}'

The template of 'Ambient temperature is 29 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'

The template of 'Ambient temperature is 29 and humidity is 30 and pressure is 40' is 'Ambient temperature is {} and humidity is {} and pressure is {}'
'''
import re
def log_template(log):
    pattern = r'\{\w+\}'
    match = re.search(pattern, log)
    if match:
        placeholders = match.group()
        log = log.replace(placeholders, '{}')
    return log

log_template(""running"")
log_template(""ambient=29"")
log_template(""Ambient temperature is 29"")
log_template(""Ambient temperature is 29 and humidity is 30"")
log_template(""Ambient temperature is 29 and humidity is 30 and pressure is 4",62,256,ambient=29,63,6,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,ambient={1},62,6,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*> and humidity is <*> and pressure is <*>' is 'Ambient temperature is <*> and humidity is <*> and pressure is <*>' ''' import re def log_template(log): pattern = r'\{\w+\}' match = re.search(pattern, log) if match: placeholders = match.group() log = log.replace(placeholders, '<*>') return log log_template(""running"") log_template(""ambient=<*>"") log_template(""Ambient temperature is <*>"") log_template(""Ambient temperature is <*> and humidity is <*>"") log_template(""Ambient temperature is <*> and humidity is <*> and pressure is <*>",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
1189,98,node-206,node,temperature,1123705544,1,ambient=26,E2,ambient=<*>,"ambient={}'
The template of 'Ambient temperature is 26' is 'Ambient temperature is {}'
The template of 'Ambient temperature is 26 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'
The template of 'Ambient temperature is 26, humidity is 30, and pressure is 1020' is 'Ambient temperature is {} , humidity is {} , and pressure is {}'
'''
def template_log(log):
    return log.format(**{'{}':''})

print(template_log('running'))
print(template_log('ambient=26'))
print(template_log('Ambient temperature is 26'))
print(template_log('Ambient temperature is 26 and humidity is 30'))
print(template_log('Ambient temperature is 26, humidity is 30, and pressure is 1020'))
'''
Output:
running
ambient={}
Ambient temperature is {}
Ambient temperature is {} and hum",62,256,ambient=26,63,6,ambient=26,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={Ambient},62,8,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*>, humidity is <*>, and pressure is <*>' is 'Ambient temperature is <*> , humidity is <*> , and pressure is <*>' ''' def template_log(log): return log.format(**{'<*>':''}) print(template_log('running')) print(template_log('ambient=<*>')) print(template_log('Ambient temperature is <*>')) print(template_log('Ambient temperature is <*> and humidity is <*>')) print(template_log('Ambient temperature is <*>, humidity is <*>, and pressure is <*>')) ''' Output: running ambient=<*> Ambient temperature is <*> Ambient temperature is <*> and hum",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
1190,160,node-222,node,temperature,1123706820,1,ambient=26,E2,ambient=<*>,"ambient={}'
The template of 'Ambient temperature is 26' is 'Ambient temperature is {}'
The template of 'Ambient temperature is 26 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'
The template of 'Ambient temperature is 26, humidity is 30, and pressure is 1020' is 'Ambient temperature is {} , humidity is {} , and pressure is {}'
'''
def template_log(log):
    return log.format(**{'{}':''})

print(template_log('running'))
print(template_log('ambient=26'))
print(template_log('Ambient temperature is 26'))
print(template_log('Ambient temperature is 26 and humidity is 30'))
print(template_log('Ambient temperature is 26, humidity is 30, and pressure is 1020'))
'''
Output:
running
ambient={}
Ambient temperature is {}
Ambient temperature is {} and hum",62,256,ambient=26,63,6,ambient=26,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={Ambient},62,8,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*>, humidity is <*>, and pressure is <*>' is 'Ambient temperature is <*> , humidity is <*> , and pressure is <*>' ''' def template_log(log): return log.format(**{'<*>':''}) print(template_log('running')) print(template_log('ambient=<*>')) print(template_log('Ambient temperature is <*>')) print(template_log('Ambient temperature is <*> and humidity is <*>')) print(template_log('Ambient temperature is <*>, humidity is <*>, and pressure is <*>')) ''' Output: running ambient=<*> Ambient temperature is <*> Ambient temperature is <*> and hum",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
1191,557,node-158,node,temperature,1123708507,1,ambient=30,E2,ambient=<*>,ambient={},62,5,ambient = 30,63,7,ambient=30,62,6,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
1192,1091,gige3,gige,temperature,1123712436,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1193,1574,gige6,gige,temperature,1123832800,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1194,1674,gige7,gige,temperature,1123867002,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1195,1755,gige7,gige,temperature,1123896401,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1196,15077,gige7,gige,temperature,1124455610,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1197,15135,gige4,gige,temperature,1124477566,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1198,26607,gige7,gige,temperature,1124991417,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1199,26553,gige7,gige,temperature,1124967716,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1200,26385,gige3,gige,temperature,1124924165,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1201,26334,gige3,gige,temperature,1124895065,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1202,26225,gige6,gige,temperature,1124857316,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1203,24723,gige6,gige,temperature,1124654213,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
1204,37279,gige3,gige,temperature,1125743188,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1205,35410,gige7,gige,temperature,1125678723,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
1206,32680,node-196,node,temperature,1125447841,1,ambient=24,E2,ambient=<*>,ambient={},62,5,ambient = 24,63,7,ambient=24,62,6,ambient={temperature},63,7,ambient={ambient},62,7,{ambient}℃,62,7,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
1207,32520,gige7,gige,temperature,1125430919,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
